nNoBorne,sStatut,sNomRue,sZoneGroupeCode,nLongitude,nLatitude,sTypeExploitation
2088,A,Van Horne,PL-TA-TB-TC,-73.611280373237847000,45.524407679968455000,Régulier Payez-Partez
2089,A,Boulevard du Mont-Royal  (OUT),TB-TC-TD-X,-73.611362554145728000,45.510340008417351000,Régulier Payez-Partez
2090,A,Boulevard du Mont-Royal  (OUT),TB-TC-TD-X,-73.610509855544251000,45.510788597828260000,Régulier Payez-Partez
2091,A,Boulevard du Mont-Royal  (OUT),TB-TC-TD-X,-73.609520902286320000,45.511097566128974000,Régulier Payez-Partez
2092,A,Boulevard du Mont-Royal  (OUT),TB-TC-TD-X,-73.611474008065755000,45.510051869307695000,Régulier Payez-Partez
2093,A,Avenue Vincent-D'Indy  (MTL+OUT),TB-TC-TD-X,-73.614681593753204000,45.511205125876948000,Régulier Payez-Partez
2094,A,Avenue Vincent-D'Indy  (MTL+OUT),TB-TC-TD-X,-73.613363064405903000,45.510615731836893000,Régulier Payez-Partez
2095,A,Avenue Vincent-D'Indy  (MTL+OUT),TB-TC-TD-X,-73.614170146268464000,45.511187290420700000,Régulier Payez-Partez
2097,A,Avenue Vincent-D'Indy  (MTL+OUT),TB-TC-TD-X,-73.610525715045028000,45.509508149561825000,Régulier Payez-Partez
2100,A,Wellington (Ver),VN-VP-VQ-VR,-73.566117450773533000,45.467805996092345000,Régulier Payez-Partez
2101,A,Wellington (Ver),VN-VP-VQ-VR,-73.566711625926573000,45.466976364494435000,Régulier Payez-Partez
2102,A,Wellington (Ver),VN-VP-VQ-VR,-73.566811422904905000,45.465854966339414000,Régulier Payez-Partez
2103,A,Wellington (Ver),VN-VP-VQ-VR,-73.566587320865324000,45.466488899743183000,Régulier Payez-Partez
2104,A,Wellington (Ver),VN-VP-VQ-VR,-73.566700187086766000,45.465295638021779000,Régulier Payez-Partez
2105,A,Wellington (Ver),VN-VP-VQ-VR,-73.566941420981664000,45.464413091715272000,Régulier Payez-Partez
2106,A,Wellington (Ver),VN-VP-VQ-VR,-73.567052763843634000,45.463200141767111000,Régulier Payez-Partez
2107,A,Wellington (Ver),VN-VP-VQ-VR,-73.566832512913251000,45.463788554890833000,Régulier Payez-Partez
2108,A,Wellington (Ver),VN-VP-VQ-VR,-73.567112422279109000,45.462628237564687000,Régulier Payez-Partez
2109,A,Wellington (Ver),VN-VP-VQ-VR,-73.566995660927688000,45.462029573238439000,Régulier Payez-Partez
2110,A,Wellington (Ver),VN-VP-VQ-VR,-73.567063013289029000,45.461270445193627000,Régulier Payez-Partez
2111,A,Wellington (Ver),VN-VP-VQ-VR,-73.567273312612159000,45.460742870472117000,Régulier Payez-Partez
2112,A,Wellington (Ver),VN-VP-VQ-VR,-73.567142988059203000,45.460336221655943000,Régulier Payez-Partez
2113,A,Wellington (Ver),VN-VP-VQ-VR,-73.567389192640533000,45.459531490513641000,Régulier Payez-Partez
2114,A,Wellington (Ver),VN-VP-VQ-VR,-73.567276012578986000,45.458916165491615000,Régulier Payez-Partez
2115,A,Wellington (Ver),VN-VP-VQ-VR,-73.567500031331619000,45.458302015044772000,Régulier Payez-Partez
2116,A,Wellington (Ver),VN-VP-VQ-VR,-73.567575510608933000,45.457389062258862000,Régulier Payez-Partez
2117,A,Wellington (Ver),VN-VP-VQ-VR,-73.567375373808161000,45.457719766973320000,Régulier Payez-Partez
2118,A,Wellington (Ver),VN-VP-VQ-VR,-73.567441300990438000,45.457025970675730000,Régulier Payez-Partez
2119,A,Wellington (Ver),VN-VP-VQ-VR,-73.567660400596267000,45.456499753417006000,Régulier Payez-Partez
2120,A,Wellington (Ver),VN-VP-VQ-VR,-73.567722865153641000,45.455802106122945000,Régulier Payez-Partez
2121,A,Wellington (Ver),VN-VP-VQ-VR,-73.567614930322392000,45.455158076319023000,Régulier Payez-Partez
2122,A,Verdun (Ver),VN-VP-VQ-VR,-73.571662987932513000,45.458419614511861000,Régulier Payez-Partez
2123,A,Verdun (Ver),VN-VP-VQ-VR,-73.571922326185003000,45.457756875763394000,Régulier Payez-Partez
2124,A,Verdun (Ver),VN-VP-VQ-VR,-73.571773103650784000,45.457235023398376000,Régulier Payez-Partez
2125,A,Verdun (Ver),VN-VP-VQ-VR,-73.571829076326694000,45.456583572478529000,Régulier Payez-Partez
2126,A,Verdun (Ver),VN-VP-VQ-VR,-73.572074893091326000,45.456064753138087000,Régulier Payez-Partez
2127,A,Verdun (Ver),VN-VP-VQ-VR,-73.571916224330337000,45.455357442122718000,Régulier Payez-Partez
2128,A,Verdun (Ver),VN-VP-VQ-VR,-73.572226163339465000,45.454526903906689000,Régulier Payez-Partez
2129,A,Verdun (Ver),VN-VP-VQ-VR,-73.572028290950968000,45.454102569502403000,Régulier Payez-Partez
2130,A,Verdun (Ver),VN-VP-VQ-VR,-73.572321061174023000,45.453265052365467000,Régulier Payez-Partez
2131,A,Église (Ver),VN-VP-VQ-VR,-73.569704814609565000,45.462945785252074000,Régulier Payez-Partez
2132,A,Église (Ver),VN-VP-VQ-VR,-73.567799933655266000,45.462868308109186000,Régulier Payez-Partez
2133,A,Église (Ver),VN-VP-VQ-VR,-73.570573597223586000,45.462887771184441000,Régulier Payez-Partez
2134,A,Église (Ver),VN-VP-VQ-VR,-73.568789453390778000,45.462804489694982000,Régulier Payez-Partez
2135,A,Église (Ver),VN-VP-VQ-VR,-73.564476063855324000,45.462721690200325000,Régulier Payez-Partez
2136,A,Église (Ver),VN-VP-VQ-VR,-73.565597922294501000,45.462660051064624000,Régulier Payez-Partez
2137,A,Église (Ver),VN-VP-VQ-VR,-73.564176871516537000,45.462583175340050000,Régulier Payez-Partez
2138,A,Hickson (Ver),VN-VP-VQ-VR,-73.567295961962330000,45.464866639188124000,Régulier Payez-Partez
2139,A,Hickson (Ver),VN-VP-VQ-VR,-73.566046453977648000,45.464809770985077000,Régulier Payez-Partez
2140,A,Lasalle (Ver),VN-VP-VQ-VR,-73.563793600765990000,45.462917804919037000,Régulier Payez-Partez
2141,A,Lasalle (Ver),VN-VP-VQ-VR,-73.564446677184890000,45.464101148314761000,Régulier Payez-Partez
2142,A,Lasalle (Ver),VN-VP-VQ-VR,-73.563675944869061000,45.463061929937730000,Régulier Payez-Partez
2143,A,VER 22 - Rue Woodland,VN-VP-VQ-VR,-73.573097934699007000,45.452752046915933000,Régulier Payez-Partez
2144,A,438 - rue Éthel - Niv 2,VN-VP-VQ-VR,-73.567955220819243000,45.463552884980778000,Régulier Payez-Partez
2145,A,438 - rue Éthel - Niv 3,VN-VP-VQ-VR,-73.567508586078390000,45.463638966394953000,Régulier Payez-Partez
6000,A,Émile-Duployé,PC-PD-S-W,-73.569748894150337000,45.529495607283401000,Parcojour Payez-Partez
6002,A,Émile-Duployé,PC-PD-S-W,-73.567843425089734000,45.528607264617641000,Parcojour Payez-Partez
6003,A,Émile-Duployé,PC-PD-S-W,-73.566525098329535000,45.527987903375767000,Parcojour Payez-Partez
6004,A,Émile-Duployé,PC-PD-S-W,-73.565292080325861000,45.527410094621487000,Parcojour Payez-Partez
6005,A,Émile-Duployé,PC-PD-S-W,-73.568775704856080000,45.529262602060747000,Parcojour Payez-Partez
6007,A,Émile-Duployé,PC-PD-S-W,-73.566223320157064000,45.528067997843202000,Parcojour Payez-Partez
6008,A,Émile-Duployé,PC-PD-S-W,-73.565320070017322000,45.527643159211351000,Parcojour Payez-Partez
6010,A,Calixa-Lavallée,PC-PD-S-W,-73.570655320039606000,45.527089134648818000,Parcojour Payez-Partez
6011,A,Calixa-Lavallée,PC-PD-S-W,-73.571295970419953000,45.527605488825216000,Parcojour Payez-Partez
6013,A,Duluth,PB-PE-PF-PG,-73.581135260739302000,45.515147492201727000,Parcojour Payez-Partez
6014,A,Duluth,PB-PE-PF-PG,-73.581908785216811000,45.514115969970305000,Parcojour Payez-Partez
6015,A,Duluth,PB-PE-PF-PG,-73.580517308705694000,45.515633803342162000,Parcojour Payez-Partez
6016,A,Saint-Dominique,PH-PM-PN-PR,-73.600485780071509000,45.527470370911274000,Parcojour Payez-Partez
6017,A,Saint-Dominique,PH-PM-PN-PR,-73.599001594089913000,45.526790218794041000,Parcojour Payez-Partez
6018,A,Saint-Dominique,PH-PM-PN-PR,-73.599633799814384000,45.527244351427832000,Parcojour Payez-Partez
6019,A,Saint-Dominique,PH-PM-PN-PR,-73.597648592930469000,45.526172309517769000,Parcojour Payez-Partez
6020,A,Saint-Dominique,PH-PM-PN-PR,-73.595795298383649000,45.525325264523190000,Parcojour Payez-Partez
6021,A,Casgrain,PH-PM-PN-PR,-73.599698895366615000,45.527858873942613000,Parcojour Payez-Partez
6022,A,Casgrain,PH-PM-PN-PR,-73.598437482065336000,45.527283013569352000,Parcojour Payez-Partez
6023,A,Casgrain,PH-PM-PN-PR,-73.599014139621644000,45.527706608473544000,Parcojour Payez-Partez
6024,A,Casgrain,PH-PM-PN-PR,-73.596992846578985000,45.526632125844728000,Parcojour Payez-Partez
6025,A,Casgrain,PH-PM-PN-PR,-73.595358881698374000,45.526026573797424000,Parcojour Payez-Partez
6026,A,Gaspé,PH-PM-PN-PR,-73.599159190539026000,45.528374184881763000,Parcojour Payez-Partez
6027,A,Gaspé,PH-PM-PN-PR,-73.597910779589952000,45.527807003520422000,Parcojour Payez-Partez
6028,A,Saint-Viateur,PH-PM-PN-PR,-73.598453589587805000,45.526321505179595000,Parcojour Payez-Partez
6029,A,Saint-Viateur,PH-PM-PN-PR,-73.598155300586285000,45.526845744337734000,Parcojour Payez-Partez
6030,A,Bernard,PH-PM-PN-PR,-73.602090814007681000,45.527800904073118000,Parcojour Payez-Partez
6031,A,Bernard,PH-PM-PN-PR,-73.600426387976938000,45.528155931168747000,Parcojour Payez-Partez
6032,A,Henri-Julien,PH-PM-PN-PR,-73.597277082389127000,45.528847304170206000,Parcojour Payez-Partez
6033,A,Henri-Julien,PH-PM-PN-PR,-73.596184253191922000,45.528350597918397000,Parcojour Payez-Partez
6034,A,Henri-Julien,PH-PM-PN-PR,-73.595370476702911000,45.528140314258685000,Parcojour Payez-Partez
6035,A,Maguire,PH-PM-PN-PR,-73.593799913988676000,45.526825006013475000,Parcojour Payez-Partez
6037,A,270 - Aréna St-Louis (sud Bernard),PH-PM-PN-PR,-73.600104851297829000,45.527749699859235000,Régulier Payez-Partez
passport,A,041,AB-AC-AD-AE,0.000000000000000000,0.000000000000000000,Régulier Payez-Partez
