nNoBorne,sStatut,sNomRue,sZoneGroupeCode,nLongitude,nLatitude,sTypeExploitation
539,A,René-Lévesque,G-H-Q-N,-73.560377128984371000,45.510519550733058000,Régulier Payez-Partez
540,A,René-Lévesque,G-H-Q-N,-73.559494922629483000,45.511540412675195000,Régulier Payez-Partez
541,A,Bleury,E-F-G-H,-73.568312498331238000,45.507011542022269000,Régulier Payez-Partez
543,A,Bleury,F-H-K-N,-73.566044257387802000,45.505940577752895000,Régulier Payez-Partez
555,A,Saint-Urbain,F-H-K-N,-73.563260010878409000,45.508106851346085000,Régulier Payez-Partez
556,A,Saint-Laurent,E-F-G-H,-73.564623346836697000,45.510161885403299000,Régulier Payez-Partez
557,A,Saint-Laurent,G-H-Q-S,-73.564400500869340000,45.510236689134295000,Régulier Payez-Partez
558,A,Saint-Laurent,F-H-K-N,-73.563432164963942000,45.509601748667635000,Régulier Payez-Partez
559,A,Saint-Laurent,F-H-K-N,-73.562269542732480000,45.509056027160938000,Régulier Payez-Partez
560,A,Saint-Laurent,G-H-Q-N,-73.562762512505571000,45.509465203500803000,Régulier Payez-Partez
561,A,Hôtel-de-Ville,G-H-Q-N,-73.561468755510631000,45.511446494935882000,Régulier Payez-Partez
562,A,Sanguinet,G-H-Q-S,-73.562009686359261000,45.513049102207681000,Régulier Payez-Partez
565,A,Sanguinet,G-H-Q-N,-73.560656191077982000,45.512539750942317000,Régulier Payez-Partez
566,A,Saint-Dominique,G-H-Q-S,-73.564461234968263000,45.510926361688277000,Régulier Payez-Partez
571,A,Sainte-Catherine,A-B-C-J,-73.578895049391761000,45.494013667720168000,Régulier Payez-Partez
576,A,Cedar,A-B-E-R,-73.589870394220426000,45.497398330545700000,Régulier Payez-Partez
577,A,Cedar,A-B-E-R,-73.589096028821856000,45.498277553699182000,Régulier Payez-Partez
578,A,Cedar,A-B-E-R,-73.590113109801422000,45.496797934396852000,Régulier Payez-Partez
579,A,Cedar,A-B-E-R,-73.589657173241307000,45.497389949580096000,Régulier Payez-Partez
580,A,Docteur-Penfield,B-E-PA-R,-73.578403381109695000,45.505786342084370000,Régulier Payez-Partez
581,A,Saint-Mathieu,A-B-E-R,-73.582622523516022000,45.495898593585146000,Régulier Payez-Partez
582,A,Côte-des-Neiges,A-B-E-R,-73.585520321602303000,45.496215747678683000,Régulier Payez-Partez
583,A,Côte-des-Neiges,A-B-E-R,-73.582443863771232000,45.496417037006651000,Régulier Payez-Partez
584,A,Pins,A-B-E-R,-73.587534378221619000,45.496666366727410000,Régulier Payez-Partez
585,A,Côte-des-Neiges,A-B-E-R,-73.585181556141094000,45.496399245052139000,Régulier Payez-Partez
586,A,Côte-des-Neiges,A-B-E-R,-73.583460537277446000,45.496509836457733000,Régulier Payez-Partez
587,A,Drummond,B-E-PA-R,-73.581371705762777000,45.502131488931532000,Régulier Payez-Partez
600,A,University,B-E-PA-R,-73.577553706474632000,45.506879164519752000,Régulier Payez-Partez
604,A,Cedar,A-B-E-R,-73.588971681780123000,45.498163415446939000,Régulier Payez-Partez
607,A,Ontario,G-H-Q-S,-73.565145983202711000,45.515970095984258000,Régulier Payez-Partez
608,A,Ontario,G-PC-S-W,-73.564526766127699000,45.517671799647232000,Régulier Payez-Partez
611,A,Maisonneuve,G-H-Q-S,-73.562358032308879000,45.514020702440611000,Régulier Payez-Partez
619,A,Sainte-Catherine,G-H-Q-S,-73.560985255156396000,45.513259412923631000,Régulier Payez-Partez
620,A,Sainte-Catherine,G-H-Q-S,-73.559884378719147000,45.514522180465740000,Régulier Payez-Partez
622,A,Sainte-Catherine,Q-S-W-Y,-73.558804532857920000,45.515692935145658000,Régulier Payez-Partez
623,A,René-Lévesque,G-H-Q-N,-73.558809844900097000,45.512293913197496000,Régulier Payez-Partez
624,A,René-Lévesque,H-N-P-Q,-73.558470298490988000,45.512155083650654000,Régulier Payez-Partez
625,A,René-Lévesque,H-N-Q-S,-73.557946188859645000,45.513234098711301000,Régulier Payez-Partez
626,A,René-Lévesque,H-N-P-Q,-73.557670850814844000,45.513037424730818000,Régulier Payez-Partez
627,A,René-Lévesque,H-N-Q-S,-73.557005697940539000,45.514294207081612000,Régulier Payez-Partez
628,A,René-Lévesque,Q-S-W-Y,-73.556060515791103000,45.515311332753733000,Régulier Payez-Partez
632,A,Viger,H-N-P-Q,-73.555421632703826000,45.512145760357292000,Régulier Payez-Partez
633,A,Viger,H-N-Q-S,-73.554631201247830000,45.513022051412271000,Régulier Payez-Partez
635,A,Saint-Denis,G-PB-PC-S,-73.566237357697801000,45.516288885141279000,Régulier Payez-Partez
636,A,Saint-Denis,G-PB-PC-S,-73.566833483874319000,45.516700408979737000,Régulier Payez-Partez
637,A,Saint-Denis,G-PB-PC-S,-73.565604197349700000,45.516140524656635000,Régulier Payez-Partez
638,A,Saint-Denis,G-H-Q-S,-73.564752791159123000,45.515611504042603000,Régulier Payez-Partez
640,A,Saint-Denis,G-H-Q-S,-73.562982829768657000,45.514808603778867000,Régulier Payez-Partez
642,A,Saint-Denis,G-H-Q-S,-73.563968163830680000,45.515390018769196000,Régulier Payez-Partez
643,A,Saint-Denis,G-H-Q-S,-73.562440871779145000,45.514693119287955000,Régulier Payez-Partez
646,A,Saint-Denis,H-N-Q-S,-73.559481650955775000,45.513203343823932000,Régulier Payez-Partez
648,A,Saint-Denis,H-N-Q-S,-73.560224660265206000,45.513691012711426000,Régulier Payez-Partez
649,A,Saint-Denis,H-N-Q-S,-73.558822527611653000,45.513050353110764000,Régulier Payez-Partez
657,A,Berri,G-PC-S-W,-73.566619698284782000,45.517617462637411000,Régulier Payez-Partez
660,A,Berri,G-PC-S-W,-73.565585889552637000,45.517637209482437000,Régulier Payez-Partez
663,A,Berri,G-H-Q-S,-73.561912659556910000,45.515569022455132000,Régulier Payez-Partez
664,A,Berri,Q-S-W-Y,-73.561892390598942000,45.515801938045598000,Régulier Payez-Partez
669,A,Berri,H-N-Q-S,-73.559110603631140000,45.514241655555182000,Régulier Payez-Partez
671,A,Berri,H-N-P-Q,-73.556869229283194000,45.513213045755279000,Régulier Payez-Partez
672,A,Berri,H-N-P-Q,-73.556280834606994000,45.513206525842030000,Régulier Payez-Partez
673,A,Labelle,H-N-Q-S,-73.558684265575295000,45.514765584757207000,Régulier Payez-Partez
675,A,Saint-Hubert,Q-S-W-Y,-73.560630123573930000,45.516309469657713000,Régulier Payez-Partez
676,A,Saint-Hubert,G-H-Q-S,-73.559791080276753000,45.515783630915749000,Régulier Payez-Partez
677,A,Saint-Hubert,Q-S-W-Y,-73.559685222049595000,45.515886124175267000,Régulier Payez-Partez
678,A,Saint-Hubert,H-N-Q-S,-73.558422767091798000,45.515151156754435000,Régulier Payez-Partez
679,A,Saint-Hubert,H-N-Q-S,-73.557258247825402000,45.514620354201732000,Régulier Payez-Partez
681,A,Saint-Hubert,Q-S-W-Y,-73.557562748539240000,45.514917220742248000,Régulier Payez-Partez
682,A,Saint-Hubert,H-N-Q-S,-73.555784705178056000,45.513934864363101000,Régulier Payez-Partez
686,A,Berri,H-N-Q-S,-73.558888376027340000,45.514386538587729000,Régulier Payez-Partez
687,A,Sainte-Catherine,Q-S-W-Y,-73.558236352574241000,45.516312226833065000,Régulier Payez-Partez
688,A,Ontario,G-PB-PC-S,-73.565519426128375000,45.515326420175363000,Régulier Payez-Partez
689,A,Ontario,G-S-T-V,-73.565428094972631000,45.515109763788956000,Régulier Payez-Partez
691,A,René-Lévesque,N-P-Q-Y,-73.555904108570317000,45.514970343274776000,Régulier Payez-Partez
694,A,Duke,K-L-M-P,-73.553717729945831000,45.495596758419254000,Régulier Payez-Partez
696,A,Prince,K-L-M-P,-73.556671787120692000,45.497464302438757000,Régulier Payez-Partez
697,A,Prince,K-L-M-P,-73.554835539333638000,45.496756913488767000,Régulier Payez-Partez
698,A,Prince,K-L-M-P,-73.554038956288878000,45.496466148563172000,Régulier Payez-Partez
702,A,Queen,K-L-M-P,-73.556409477758663000,45.498074596993803000,Régulier Payez-Partez
703,A,Queen,K-L-M-P,-73.554913324793418000,45.497498077598266000,Régulier Payez-Partez
704,A,Queen,K-L-M-P,-73.553276051505364000,45.496891437590428000,Régulier Payez-Partez
706,A,King,K-L-M-P,-73.553029009887368000,45.497522642784482000,Régulier Payez-Partez
707,A,Commune,K-L-M-P,-73.552962419849195000,45.498269832020064000,Régulier Payez-Partez
708,A,Soeurs-Grises,K-L-M-P,-73.554429423703439000,45.498792692514400000,Régulier Payez-Partez
711,A,Wellington,K-L-M-P,-73.555282699610984000,45.498088622195660000,Régulier Payez-Partez
716,A,Youville (Place),K-M-N-P,-73.555603364635942000,45.501257389389572000,Régulier Payez-Partez
717,A,Sainte-Catherine,E-F-G-H,-73.566197820576775000,45.507028198276181000,Régulier Payez-Partez
718,A,Sherbrooke,G-PC-S-W,-73.567164861666896000,45.517266331482162000,Régulier Payez-Partez
719,A,Sherbrooke,G-PC-S-W,-73.566693670236347000,45.518314607220198000,Régulier Payez-Partez
720,A,Tupper,A-B-C-J,-73.582262417250277000,45.489992997275678000,Régulier Payez-Partez
722,A,Notre-Dame,H-N-P-Q,-73.553390455434169000,45.509182999725681000,Régulier Payez-Partez
723,A,Notre-Dame,H-N-P-Q,-73.552815214599065000,45.509608505484401000,Régulier Payez-Partez
726,A,Saint-Paul,K-L-M-P,-73.556544577028745000,45.500954984932271000,Régulier Payez-Partez
727,A,Saint-Paul,K-M-N-P,-73.555859695248557000,45.501863695702482000,Régulier Payez-Partez
728,A,Saint-Paul,K-M-N-P,-73.555235930311682000,45.502926596787013000,Régulier Payez-Partez
729,A,Gosford,M-N-P-Q,-73.554697615646234000,45.509779472153816000,Régulier Payez-Partez
731,A,Bonsecours,H-N-P-Q,-73.553089369294526000,45.510311127957173000,Régulier Payez-Partez
734,A,Bonsecours,H-N-P-Q,-73.551952860236526000,45.510036383551935000,Régulier Payez-Partez
735,A,Saint-Paul,H-N-P-Q,-73.551378069085246000,45.510321890067928000,Régulier Payez-Partez
737,A,Saint-Jacques,K-M-N-P,-73.560035571732868000,45.501526736672417000,Régulier Payez-Partez
738,A,Saint-Jacques,K-M-N-P,-73.559540362339590000,45.502198197919071000,Régulier Payez-Partez
739,A,Notre-Dame,K-L-M-P,-73.559214758150546000,45.501623772285910000,Régulier Payez-Partez
743,A,Cedar,A-B-E-R,-73.587984905282724000,45.498998685856925000,Régulier Payez-Partez
744,A,Saint-Paul,K-L-M-P,-73.557334590137529000,45.499904482838694000,Régulier Payez-Partez
746,A,Youville (Place),K-L-M-P,-73.556145544913491000,45.500634009655222000,Régulier Payez-Partez
747,A,Youville (Place),K-L-M-P,-73.555767350543874000,45.500262631560986000,Régulier Payez-Partez
748,A,William,K-L-M-P,-73.556584319334760000,45.499572318070669000,Régulier Payez-Partez
749,A,Saint-Maurice,K-L-M-P,-73.559860732811543000,45.499114559159089000,Régulier Payez-Partez
751,A,McGill,K-M-N-P,-73.559706052556152000,45.501135585524288000,Régulier Payez-Partez
752,A,Saint-Maurice,K-L-M-P,-73.560126121151072000,45.498565329798716000,Régulier Payez-Partez
753,A,McGill,K-L-M-P,-73.558458175424647000,45.500715842122709000,Régulier Payez-Partez
754,A,Saint-Maurice,K-L-M-P,-73.559181363371323000,45.499804812246026000,Régulier Payez-Partez
756,A,Saint-Paul,K-L-M-P,-73.559039620338154000,45.498525814799933000,Régulier Payez-Partez
757,A,Saint-Paul,K-L-M-P,-73.557885339721068000,45.499414646720354000,Régulier Payez-Partez
758,A,McGill,K-L-M-P,-73.557285817319908000,45.500313135238592000,Régulier Payez-Partez
759,A,McGill,K-L-M-P,-73.555139309088574000,45.499581452026227000,Régulier Payez-Partez
761,A,McGill,K-L-M-P,-73.553480359185798000,45.499017657792166000,Régulier Payez-Partez
763,A,Sainte-Hélène,K-L-M-P,-73.557472994440587000,45.501040807569673000,Régulier Payez-Partez
765,A,Normand,K-L-M-P,-73.554133854194745000,45.499802802937367000,Régulier Payez-Partez
766,A,Saint-Jacques,K-M-N-P,-73.559067292027507000,45.502857497612482000,Régulier Payez-Partez
767,A,Saint-Jacques,K-M-N-P,-73.558401604735195000,45.503773421134234000,Régulier Payez-Partez
769,A,Saint-Jacques,K-M-N-P,-73.556819529159242000,45.505828426868355000,Régulier Payez-Partez
770,A,Notre-Dame,K-M-N-P,-73.558593038174550000,45.502448169275240000,Régulier Payez-Partez
771,A,Notre-Dame,K-M-N-P,-73.557760683526595000,45.503567902666710000,Régulier Payez-Partez
772,A,Notre-Dame,K-M-N-P,-73.556138337963134000,45.505691265908844000,Régulier Payez-Partez
774,A,Notre-Dame,M-N-P-Q,-73.555121312084864000,45.506768890696023000,Régulier Payez-Partez
776,A,Notre-Dame,M-N-P-Q,-73.553687303481823000,45.508509589728909000,Régulier Payez-Partez
777,A,Brésoles,K-M-N-P,-73.555632423364898000,45.504725073370508000,Régulier Payez-Partez
778,A,Pins,B-E-PA-R,-73.580882818192819000,45.505927274441952000,Régulier Payez-Partez
780,A,Ontario,Q-S-W-Y,-73.564071332425513000,45.518099021408986000,Régulier Payez-Partez
781,A,Saint-Paul,K-M-N-P,-73.554746849519333000,45.503919377027749000,Régulier Payez-Partez
782,A,Saint-Paul,K-M-N-P,-73.554287774057144000,45.504912986597191000,Régulier Payez-Partez
783,A,Saint-Paul,M-N-P-Q,-73.553196386869303000,45.506478740289218000,Régulier Payez-Partez
786,A,Youville (Place),K-M-N-P,-73.555160233281228000,45.501151845644301000,Régulier Payez-Partez
787,A,Youville (Place),K-M-N-P,-73.554635257282285000,45.502071497792805000,Régulier Payez-Partez
788,A,Youville (Place),K-M-N-P,-73.554668019287234000,45.502634555963894000,Régulier Payez-Partez
790,A,Le Moyne,K-M-N-P,-73.556760017858849000,45.501648648277268000,Régulier Payez-Partez
791,A,Saint-Nicolas,K-M-N-P,-73.556194544872483000,45.502181635035384000,Régulier Payez-Partez
793,A,Saint-Nicolas,K-M-N-P,-73.555249203441093000,45.502013996468342000,Régulier Payez-Partez
795,A,Marie-Morin (Saint-Dizier),K-M-N-P,-73.555234481945334000,45.505567546243093000,Régulier Payez-Partez
799,A,Saint-Laurent,K-M-N-P,-73.556068493485910000,45.506260873562617000,Régulier Payez-Partez
801,A,Saint-Laurent,M-N-P-Q,-73.556742216722114000,45.506755121314825000,Régulier Payez-Partez
802,A,Saint-Laurent,K-M-N-P,-73.555178964294626000,45.505930506591632000,Régulier Payez-Partez
803,A,Saint-Laurent,M-N-P-Q,-73.554247333898275000,45.505781489644129000,Régulier Payez-Partez
806,A,Saint-Gabriel,M-N-P-Q,-73.554350246877704000,45.506759370895864000,Régulier Payez-Partez
815,A,Ontario,Q-S-W-Y,-73.562637561347245000,45.520501960555720000,Régulier Payez-Partez
818,A,Ontario,Q-S-W-Y,-73.561413082208830000,45.522566118904265000,Régulier Payez-Partez
819,A,Ontario,Q-S-W-Y,-73.560889048578389000,45.523410947191834000,Régulier Payez-Partez
821,A,Ontario,Q-S-W-Y,-73.560158414676977000,45.524543086671059000,Régulier Payez-Partez
822,A,Ontario,Q-S-W-Y,-73.559581304701155000,45.525449204403401000,Régulier Payez-Partez
825,A,Ontario,PC-PD-S-W,-73.562518169234153000,45.521046408619313000,Régulier Payez-Partez
827,A,Ontario,PC-PD-S-W,-73.562130464525666000,45.521731156361561000,Régulier Payez-Partez
829,A,Ontario,PC-PD-S-W,-73.561301578120705000,45.523086709021406000,Régulier Payez-Partez
830,A,Ontario,PC-PD-S-W,-73.560594162607330000,45.524191135062402000,Régulier Payez-Partez
833,A,Ontario,G-PC-S-W,-73.563834415875874000,45.518793172493531000,Régulier Payez-Partez
834,A,Maisonneuve,Q-S-W-Y,-73.559259124489515000,45.517433334333262000,Régulier Payez-Partez
837,A,Maisonneuve,Q-S-W-Y,-73.558059144851015000,45.518778762504589000,Régulier Payez-Partez
847,A,Sainte-Catherine,Q-S-W-Y,-73.557297086050852000,45.517337440578757000,Régulier Payez-Partez
848,A,Sainte-Catherine,Q-S-W-Y,-73.556447859753717000,45.518260656365570000,Régulier Payez-Partez
850,A,Sainte-Catherine,Q-S-W-Y,-73.555553913477439000,45.519227062462285000,Régulier Payez-Partez
851,A,Sainte-Catherine,Q-S-W-Y,-73.555122061941731000,45.519690622130263000,Régulier Payez-Partez
854,A,Sainte-Catherine,Q-S-W-Y,-73.553619348095921000,45.521320620768797000,Régulier Payez-Partez
855,A,Sainte-Catherine,Q-S-W-Y,-73.552780124940099000,45.522235000546466000,Régulier Payez-Partez
856,A,Sainte-Catherine,Q-S-W-Y,-73.552110565770732000,45.522989103861583000,Régulier Payez-Partez
857,A,Sainte-Catherine,Q-S-W-Y,-73.551158568353969000,45.524041897231342000,Régulier Payez-Partez
875,A,René-Lévesque,Q-S-W-Y,-73.552813757225564000,45.518436030243109000,Régulier Payez-Partez
876,A,René-Lévesque,Q-S-W-Y,-73.551979214166295000,45.519333284085569000,Régulier Payez-Partez
877,A,Notre-Dame,Q-V-W-Y,-73.547572770421127000,45.519112222053536000,Régulier Payez-Partez
879,A,Wolfe,Q-S-W-Y,-73.552898693312798000,45.516122041380122000,Régulier Payez-Partez
880,A,Cartier,Q-S-W-Y,-73.552670848829550000,45.523612426899618000,Régulier Payez-Partez
882,A,Amherst,PC-PD-S-W,-73.563874596533111000,45.520519621440485000,Régulier Payez-Partez
884,A,Amherst,Q-S-W-Y,-73.561955966331013000,45.519622142583849000,Régulier Payez-Partez
885,A,Amherst,Q-S-W-Y,-73.559970203821663000,45.518707380687765000,Régulier Payez-Partez
887,A,Amherst,Q-S-W-Y,-73.557812398749775000,45.517705593740359000,Régulier Payez-Partez
889,A,Amherst,Q-S-W-Y,-73.556174727890379000,45.516961410272145000,Régulier Payez-Partez
890,A,Amherst,Q-S-W-Y,-73.553844758398043000,45.515904625423111000,Régulier Payez-Partez
892,A,Amherst,PC-PD-S-W,-73.563508336947777000,45.520486873501433000,Régulier Payez-Partez
893,A,Amherst,Q-S-W-Y,-73.562103682682320000,45.519843900023979000,Régulier Payez-Partez
894,A,Amherst,Q-S-W-Y,-73.561146507388997000,45.519404232460424000,Régulier Payez-Partez
895,A,Amherst,Q-S-W-Y,-73.559887012158441000,45.518824475590002000,Régulier Payez-Partez
896,A,Amherst,Q-S-W-Y,-73.558936343005300000,45.518392056729837000,Régulier Payez-Partez
897,A,Amherst,Q-S-W-Y,-73.557809808937577000,45.517876456803037000,Régulier Payez-Partez
898,A,Amherst,Q-S-W-Y,-73.556046871233747000,45.517084647661832000,Régulier Payez-Partez
1000,A,Amherst,Q-S-W-Y,-73.553213458580771000,45.515795603844005000,Régulier Payez-Partez
1005,A,Papineau,Q-S-W-Y,-73.558795512209102000,45.525662854738144000,Régulier Payez-Partez
1006,A,Papineau,Q-S-W-Y,-73.551717089057775000,45.522209688353257000,Régulier Payez-Partez
1007,A,Papineau,Q-S-W-Y,-73.550113313154100000,45.521464817997604000,Régulier Payez-Partez
1012,A,Côte-des-Neiges,T-U-X-Z,-73.636894316640792000,45.503076388186805000,Régulier Payez-Partez
1015,A,Barclay,T-U-X-Z,-73.635922784690820000,45.502362074079244000,Régulier Payez-Partez
1016,A,Barclay,T-U-X-Z,-73.635623576150934000,45.502557974631095000,Régulier Payez-Partez
1017,A,Côte-des-Neiges,T-U-X-Z,-73.634992620113522000,45.502203850857100000,Régulier Payez-Partez
1020,A,Côte-des-Neiges,T-U-X-Z,-73.633840480044725000,45.501495763847537000,Régulier Payez-Partez
1022,A,Côte-des-Neiges,T-U-X-Z,-73.633830866720828000,45.501700881589116000,Régulier Payez-Partez
1023,A,Côte-des-Neiges,T-U-X-Z,-73.632895576897866000,45.501072273296977000,Régulier Payez-Partez
1025,A,Van Horne,T-U-X-Z,-73.631793868932760000,45.501142954626431000,Régulier Payez-Partez
1026,A,Côte-des-Neiges,T-U-X-Z,-73.631771056196769000,45.500568151976111000,Régulier Payez-Partez
1029,A,Côte-des-Neiges,T-U-X-Z,-73.630622204724347000,45.500069437428657000,Régulier Payez-Partez
1030,A,Linton,T-U-X-Z,-73.630777656919548000,45.500365766998819000,Régulier Payez-Partez
1033,A,Côte-des-Neiges,T-U-X-Z,-73.629707002618730000,45.499633741216911000,Régulier Payez-Partez
1034,A,Côte-des-Neiges,T-U-X-Z,-73.628414816795086000,45.499046667425844000,Régulier Payez-Partez
1035,A,Côte-des-Neiges,T-U-X-Z,-73.629001965811057000,45.499523681852182000,Régulier Payez-Partez
1036,A,Côte-des-Neiges,T-U-X-Z,-73.627753284618876000,45.498951755801194000,Régulier Payez-Partez
1037,A,Côte-des-Neiges,T-U-X-Z,-73.627322329253957000,45.498469785736333000,Régulier Payez-Partez
1038,A,Dupuis,T-U-X-Z,-73.626508030402405000,45.498027643356295000,Régulier Payez-Partez
1039,A,Côte-des-Neiges,T-U-X-Z,-73.625447257808673000,45.497655782934849000,Régulier Payez-Partez
1041,A,Edouard-Montpetit,T-U-X-Z,-73.624480113611952000,45.497152343442245000,Régulier Payez-Partez
1043,A,Côte-des-Neiges,T-U-X-Z,-73.626177207754168000,45.498156929048413000,Régulier Payez-Partez
1044,A,Côte-des-Neiges,T-U-X-Z,-73.624458524534546000,45.497388872957629000,Régulier Payez-Partez
1047,A,Côte-des-Neiges,T-U-X-Z,-73.623213049046157000,45.496664111954423000,Régulier Payez-Partez
1048,A,Côte-des-Neiges,T-U-X-Z,-73.622313532169883000,45.496438029864841000,Régulier Payez-Partez
1049,A,Jean-Brillant,T-U-X-Z,-73.621939173771736000,45.495978061061784000,Régulier Payez-Partez
1050,A,Côte-des-Neiges,T-U-X-Z,-73.621109051138689000,45.495725091593762000,Régulier Payez-Partez
1051,A,Côte-des-Neiges,T-U-X-Z,-73.619809499799018000,45.495145588010388000,Régulier Payez-Partez
1052,A,Côte-des-Neiges,T-U-X-Z,-73.620342584850633000,45.495561404628461000,Régulier Payez-Partez
1054,A,Côte-des-Neiges,T-U-X-Z,-73.619224438864975000,45.495224364707177000,Régulier Payez-Partez
1055,A,Côte-des-Neiges,T-U-X-Z,-73.618793079005442000,45.494752519599537000,Régulier Payez-Partez
1058,A,Lacombe,T-U-X-Z,-73.622930047578635000,45.497252089723673000,Régulier Payez-Partez
1059,A,Gatineau,T-U-X-Z,-73.622929843742412000,45.497569399264790000,Régulier Payez-Partez
1061,A,Gatineau,T-U-X-Z,-73.621168833592762000,45.496941465380267000,Régulier Payez-Partez
1062,A,Gatineau,T-U-X-Z,-73.619647431522225000,45.496123422223079000,Régulier Payez-Partez
1067,A,Decelles,T-U-X-Z,-73.616564155386399000,45.496046832418394000,Régulier Payez-Partez
1068,A,Decelles,T-U-X-Z,-73.616272309413830000,45.496093894755120000,Régulier Payez-Partez
1069,A,Côte-Sainte-Catherine,T-U-X-Z,-73.630771849736661000,45.495140154655289000,Régulier Payez-Partez
1070,A,Côte-Sainte-Catherine,T-U-X-Z,-73.630043486085867000,45.495953184655818000,Régulier Payez-Partez
1071,A,Côte-Sainte-Catherine,T-U-X-Z,-73.629062475367803000,45.497039655410617000,Régulier Payez-Partez
1073,A,Côte-Sainte-Catherine,T-U-X-Z,-73.629122783281431000,45.496626432106034000,Régulier Payez-Partez
1074,A,Côte-Sainte-Catherine,T-U-X-Z,-73.628301073806938000,45.497536731466042000,Régulier Payez-Partez
1076,A,Côte-Sainte-Catherine,T-U-X-Z,-73.623367710378062000,45.503322346387137000,Régulier Payez-Partez
1079,A,Côte-Sainte-Catherine,T-U-X-Z,-73.623256471557298000,45.503150529965133000,Régulier Payez-Partez
1080,A,Côte-Sainte-Catherine,T-U-X-Z,-73.621760423242208000,45.504803457639873000,Régulier Payez-Partez
1081,A,Victoria,T-U-X-Z,-73.640213147456990000,45.495427371866811000,Régulier Payez-Partez
1082,A,Victoria,T-U-X-Z,-73.640063946982735000,45.495553902864323000,Régulier Payez-Partez
1083,A,Victoria,T-U-X-Z,-73.639298584353540000,45.495016794030327000,Régulier Payez-Partez
1084,A,Victoria,T-U-X-Z,-73.639015923215965000,45.495074071524151000,Régulier Payez-Partez
1086,A,Victoria,T-U-X-Z,-73.638314422037652000,45.494762703885471000,Régulier Payez-Partez
1087,A,Victoria,T-U-X-Z,-73.636881975086681000,45.493938012436885000,Régulier Payez-Partez
1089,A,Victoria,T-U-X-Z,-73.636473631662199000,45.493955548582925000,Régulier Payez-Partez
1091,A,Victoria,T-U-X-Z,-73.635130653638939000,45.493339442384041000,Régulier Payez-Partez
1092,A,Victoria,T-U-X-Z,-73.634150099978058000,45.492716780838101000,Régulier Payez-Partez
1093,A,Victoria,T-U-X-Z,-73.634006576346309000,45.492836259707275000,Régulier Payez-Partez
1094,A,Van Horne,T-U-X-Z,-73.637223195565682000,45.494982826331373000,Régulier Payez-Partez
1095,A,Van Horne,T-U-X-Z,-73.636529679319011000,45.495759701041322000,Régulier Payez-Partez
1096,A,Van Horne,T-U-X-Z,-73.637105466721152000,45.494780592700927000,Régulier Payez-Partez
1097,A,Van Horne,T-U-X-Z,-73.636331875717076000,45.495645378119342000,Régulier Payez-Partez
1098,A,Décarie(Blvd),T-U-X-Z,-73.632737406528250000,45.485534885416932000,Régulier Payez-Partez
1099,A,Décarie(Blvd),T-U-X-Z,-73.631804514873792000,45.484545397275888000,Régulier Payez-Partez
1100,A,Décarie(Blvd),T-U-X-Z,-73.630482482422593000,45.483966766329601000,Régulier Payez-Partez
1101,A,Décarie(Blvd),T-U-X-Z,-73.631622292703696000,45.485035246845804000,Régulier Payez-Partez
1102,A,Décarie(Blvd),T-U-X-Z,-73.629914935493232000,45.484258855360970000,Régulier Payez-Partez
1103,A,Décarie(Blvd),T-U-X-Z,-73.628314509089563000,45.482979168224610000,Régulier Payez-Partez
1104,A,Queen-Mary,T-U-X-Z,-73.630985464049928000,45.481721668160517000,Régulier Payez-Partez
1105,A,Queen-Mary,T-U-X-Z,-73.631046742047644000,45.481283892780418000,Régulier Payez-Partez
1106,A,Queen-Mary,T-U-X-Z,-73.630409237346413000,45.482360264556256000,Régulier Payez-Partez
1107,A,Queen-Mary,T-U-X-Z,-73.629924805007462000,45.482518216357668000,Régulier Payez-Partez
1108,A,Queen-Mary,T-U-X-Z,-73.629558425326579000,45.483303857662889000,Régulier Payez-Partez
1110,A,Queen-Mary,T-U-X-Z,-73.628910240721723000,45.484185837286958000,Régulier Payez-Partez
1111,A,Queen-Mary,T-U-X-Z,-73.628105658599310000,45.485100323420340000,Régulier Payez-Partez
1112,A,Queen-Mary,T-U-X-Z,-73.628419243415578000,45.484274233302834000,Régulier Payez-Partez
1114,A,Queen-Mary,T-U-X-Z,-73.627178490945269000,45.486139877496925000,Régulier Payez-Partez
1115,A,Queen-Mary,T-U-X-Z,-73.627323972750162000,45.485605917572300000,Régulier Payez-Partez
1116,A,Queen-Mary,T-U-X-Z,-73.626710915279233000,45.486289760936444000,Régulier Payez-Partez
1117,A,Sherbrooke,T-U-X-Z,-73.629955865306371000,45.463082395759017000,Régulier Payez-Partez
1118,A,Sherbrooke,T-U-X-Z,-73.620413308991431000,45.468307813451645000,Régulier Payez-Partez
1119,A,Sherbrooke,T-U-X-Z,-73.619667978218175000,45.468472717971785000,Régulier Payez-Partez
1120,A,Sherbrooke,T-U-X-Z,-73.618723526407166000,45.469177402995626000,Régulier Payez-Partez
1122,A,Sherbrooke,T-U-X-Z,-73.618241629530658000,45.469202468702349000,Régulier Payez-Partez
1123,A,Sherbrooke,T-U-X-Z,-73.617847354091268000,45.469628891366170000,Régulier Payez-Partez
1124,A,Sherbrooke,T-U-X-Z,-73.617227514341039000,45.469723500324371000,Régulier Payez-Partez
1125,A,Sherbrooke,T-U-X-Z,-73.616883565886241000,45.470125329100590000,Régulier Payez-Partez
1127,A,Monkland,T-U-X-Z,-73.628370556347107000,45.469616848145122000,Régulier Payez-Partez
